id,race,clothes,drink,boots,accessories,glasses
7134,Bear,Shirt with tie,Vodka,The Lapti,The Ushanka,
7135,Bear,Shirt with tie,Whiskey,The Lapti,,
7136,Bear,Military,Whiskey,Sandals with socks,,
7137,Bear,Medical uniform,Vodka,Army boots,,
7138,Bear,Bikini,Vodka,Felt boots,,
7139,Bear,Shirt with tie,Vodka,,The Ushanka,Kurt Cobain
7140,Bear,Bathrobe,Vodka,Felt boots,Balaclava,
7141,Bear,Skin,Vodka,Sandals with socks,,Party
7142,Bear,Worker,Vodka,,,Black
7143,Bear,Worker,Moonshine,Sandals with socks,,
7144,Bear,Fur coat,Vodka,Sandals with socks,,Black
7145,Bear,Sleeveless shirt,Vodka,The Lapti,,Black
7146,Bear,Vest,Vodka,Felt boots,,
7147,Bear,Military,Beer,Adidas,Scar,Kurt Cobain
7148,Bear,Bathrobe,Vodka,The Lapti,Golden chains,
7149,Bear,Worker,Vodka,Slippers,Balaclava,
7150,Bear,Worker,Whiskey,The Lapti,,
7151,Bear,Hoodie,Vodka,Slippers,Balaclava,Black
7152,Bear,Skin,Whiskey,The Lapti,,Neo
7153,Bear,Bathrobe,Beer,,Golden chains,Neo
7154,Bear,Medical uniform,Vodka,,,Neo
7155,Bear,Vest,Vodka,Army boots,Scar,
7156,Bear,Costume,Vodka,,,
7157,Bear,Skin,Vodka,Felt boots,,
7158,Bear,Worker,Vodka,Felt boots,Scar,
7159,Bear,Costume,Vodka,Sandals with socks,Scar,Kurt Cobain
7160,Bear,Worker,Vodka,Adidas,,
7161,Bear,Worker,Beer,The Lapti,Golden chains,
7162,Bear,Hoodie,Beer,Slippers,,Party
7163,Bear,Military,Vodka,,The Ushanka,
7164,Bear,Worker,Vodka,Felt boots,,Love
7165,Bear,Bathrobe,Beer,The Lapti,,
7166,Bear,Skin,Whiskey,Sandals with socks,The Ushanka,
7167,Bear,Skin,Beer,Adidas,Golden chains,
7168,Bear,Bathrobe,Vodka,Slippers,Scar,
7169,Bear,Hoodie,Whiskey,Adidas,,
7170,Bear,Hoodie,Vodka,Felt boots,The Ushanka,
7171,Bear,Costume,Vodka,Felt boots,Scar,Neo
7172,Bear,Vest,Vodka,The Lapti,,
7173,Bear,Vest,Beer,,,Neo
7174,Bear,Vest,Vodka,Sandals with socks,,
7175,Bear,Vest,Beer,,,
7176,Bear,Sleeveless shirt,Vodka,Slippers,,Neo
7177,Bear,Hoodie,Whiskey,The Lapti,Golden chains,Party
7178,Bear,Medical uniform,Vodka,Felt boots,Balaclava,
7179,Bear,Bathrobe,Beer,Sandals with socks,Golden chains,
7180,Bear,Sleeveless shirt,Beer,Army boots,,Love
7181,Bear,Skin,Beer,,Golden chains,Party
7182,Bear,Medical uniform,Whiskey,Felt boots,,
7183,Bear,Bathrobe,Vodka,The Lapti,Balaclava,Love
7184,Bear,Hoodie,Whiskey,Felt boots,Scar,Black
7185,Bear,Vest,Vodka,Slippers,,
7186,Bear,Skin,Whiskey,The Lapti,Golden chains,
7187,Bear,Worker,Beer,Sandals with socks,,Love
7188,Bear,Costume,Vodka,The Lapti,,
7189,Skelet,,Beer,Army boots,Scar,
7190,Bear,Medical uniform,Vodka,Felt boots,,
7191,Bear,Skin,Vodka,Felt boots,,
7192,Bear,Bathrobe,Beer,,The Ushanka,
7193,Bear,Vest,Vodka,,,Kurt Cobain
7194,Bear,Skin,Vodka,The Lapti,The Ushanka,
7195,Bear,Worker,Whiskey,Adidas,,Black
7196,Bear,Skin,Vodka,Slippers,Golden chains,
7197,Bear,Shirt with tie,Vodka,Army boots,Balaclava,
7198,Bear,Shirt with tie,Vodka,Adidas,Balaclava,Party
7199,Bear,Medical uniform,Vodka,Sandals with socks,,
7200,Bear,Sleeveless shirt,Beer,The Lapti,Scar,
7201,Bear,Medical uniform,Vine,Felt boots,,Love
7202,Bear,Sleeveless shirt,Vodka,The Lapti,,
7203,Bear,Shirt with tie,Vodka,Slippers,Scar,Love
7204,Bear,Worker,Vodka,Felt boots,,Love
7205,Bear,Fur coat,Vodka,Army boots,,Party
7206,Bear,Vest,Beer,Felt boots,,
7207,Bear,Medical uniform,Vodka,Army boots,Balaclava,Love
7208,Bear,Skin,Vine,Army boots,,Party
7209,Bear,Military,Vodka,,Balaclava,
7210,Bear,Bikini,Whiskey,,,
7211,Bear,Sleeveless shirt,Beer,,The Ushanka,
7212,Bear,Costume,Whiskey,Felt boots,,Black
7213,Bear,Vest,Whiskey,Slippers,Golden chains,Black
7214,Bear,Shirt with tie,Whiskey,Army boots,Scar,
7215,Bear,Vest,Vodka,Army boots,,Neo
7216,Bear,Medical uniform,Vodka,The Lapti,Golden chains,
7217,Bear,Medical uniform,Vodka,Adidas,Scar,
7218,Bear,Vest,Tincture,Army boots,,
7219,Bear,Hoodie,Whiskey,The Lapti,,
7220,Bear,Worker,Vodka,The Lapti,,Kurt Cobain
7221,Bear,Skin,Vodka,Slippers,Golden chains,
7222,Bear,Bikini,Beer,Slippers,Golden chains,Kurt Cobain
7223,Bear,Fur coat,Vodka,,,Neo
7224,Bear,Medical uniform,Vodka,Army boots,,
7225,Bear,Shirt with tie,Whiskey,Adidas,,
7226,Bear,Vest,Vodka,Slippers,,Love
7227,Bear,Fur coat,Vine,,,
7228,Bear,Worker,Whiskey,Felt boots,Scar,Kurt Cobain
7229,Bear,Fur coat,Absinthe,Slippers,Balaclava,
7230,Skelet,,Vodka,Sandals with socks,,
7231,Bear,Medical uniform,Vodka,Felt boots,,Black
7232,Bear,Costume,Vodka,Sandals with socks,,
7233,Bear,Military,Vodka,Army boots,,Neo
7234,Bear,Shirt with tie,Beer,,Scar,
7235,Bear,Hoodie,Vodka,The Lapti,,
7236,Bear,Sleeveless shirt,Beer,Slippers,,
7237,Bear,Fur coat,Whiskey,Army boots,Scar,Kurt Cobain
7238,Bear,Hoodie,Vodka,,,
7239,Bear,Hoodie,Vodka,Sandals with socks,Balaclava,
7240,Bear,Sleeveless shirt,Vodka,Felt boots,The Ushanka,
7241,Bear,Sleeveless shirt,Vodka,Felt boots,Balaclava,
7242,Bear,Bathrobe,Vine,,Balaclava,Black
7243,Bear,Fur coat,Vodka,Adidas,Golden chains,Kurt Cobain
7244,Bear,Medical uniform,Beer,The Lapti,,Party
7245,Bear,Medical uniform,Vodka,Slippers,The Ushanka,
7246,Bear,Shirt with tie,Beer,Sandals with socks,,
7247,Bear,Skin,Vodka,Slippers,,
7248,Bear,Bathrobe,Beer,The Lapti,,Black
7249,Bear,Worker,Beer,Felt boots,,Love
7250,Bear,Skin,Vodka,,Golden chains,
7251,Bear,Military,Vodka,The Lapti,,Neo
7252,Bear,Hoodie,Beer,Sandals with socks,,Kurt Cobain
7253,Bear,Medical uniform,Beer,Army boots,,
7254,Bear,Worker,Whiskey,Army boots,,
7255,Bear,Shirt with tie,Vodka,The Lapti,Golden chains,Party
7256,Bear,Costume,Vodka,Sandals with socks,,
7257,Bear,Shirt with tie,Whiskey,,,Party
7258,Bear,Skin,Vodka,The Lapti,Scar,
7259,Bear,Medical uniform,Beer,Army boots,,
7260,Bear,Worker,Beer,Sandals with socks,,
7261,Bear,Worker,Vodka,Army boots,The Ushanka,Party
7262,Bear,Worker,Vodka,,,
7263,Bear,Sleeveless shirt,Beer,,,Love
7264,Bear,Fur coat,Beer,Slippers,Scar,Party
7265,Bear,Fur coat,Vodka,Slippers,Balaclava,
7266,Bear,Medical uniform,Vodka,The Lapti,Scar,
7267,Bear,Bathrobe,Vodka,Slippers,,
7268,Bear,Skin,Vine,,,Black
7269,Bear,Hoodie,Vodka,,Scar,Black
7270,Bear,Military,Beer,Army boots,Golden chains,Neo
7271,Bear,Bathrobe,Beer,Slippers,,Party
7272,Bear,Medical uniform,Beer,The Lapti,Balaclava,Party
7273,Bear,Hoodie,Whiskey,,Scar,Neo
7274,Bear,Vest,Vodka,The Lapti,Balaclava,
7275,Bear,Costume,Vodka,Slippers,,Party
7276,Bear,Vest,Vodka,Felt boots,Golden chains,Party
7277,Bear,Fur coat,Vodka,Slippers,The Ushanka,
7278,Bear,Vest,Vodka,,,
7279,Bear,Military,Whiskey,The Lapti,Balaclava,Kurt Cobain
7280,Bear,Fur coat,Beer,Adidas,Golden chains,
7281,Bear,Worker,Vodka,,,Love
7282,Bear,Vest,Vodka,Felt boots,Golden chains,Kurt Cobain
7283,Bear,Hoodie,Vodka,Slippers,,
7284,Bear,Costume,Vodka,,,
7285,Bear,Hoodie,Beer,Army boots,Balaclava,
7286,Bear,Skin,Beer,Army boots,Golden chains,Neo
7287,Bear,Costume,Vodka,,,
7288,Bear,Military,Beer,Army boots,,
7289,Bear,Military,Whiskey,Slippers,Balaclava,
7290,Bear,Fur coat,Beer,Adidas,,
7291,Bear,Medical uniform,Whiskey,Sandals with socks,Scar,
7292,Bear,Hoodie,Beer,The Lapti,,
7293,Bear,Shirt with tie,Vodka,Adidas,,Party
7294,Bear,Skin,Vodka,,,
7295,Bear,Costume,Vodka,,Balaclava,
7296,Bear,Shirt with tie,Vine,Slippers,The Ushanka,
7297,Bear,Worker,Beer,Felt boots,Golden chains,Kurt Cobain
7298,Bear,Sleeveless shirt,Whiskey,The Lapti,,
7299,Bear,Vest,Vodka,,,
7300,Bear,Bathrobe,Vodka,Sandals with socks,,
7301,Bear,Bathrobe,Vodka,Adidas,Balaclava,
7302,Bear,Medical uniform,Whiskey,Army boots,Golden chains,
7303,Bear,Bathrobe,Whiskey,The Lapti,,Neo
7304,Bear,Medical uniform,Vodka,Sandals with socks,,Kurt Cobain
7305,Bear,Shirt with tie,Beer,Slippers,,
7306,Bear,Bathrobe,Vodka,Felt boots,,Kurt Cobain
7307,Bear,Shirt with tie,Whiskey,,,
7308,Bear,Medical uniform,Beer,Slippers,,Kurt Cobain
7309,Bear,Sleeveless shirt,Beer,The Lapti,,Kurt Cobain
7310,Bear,Skin,Vodka,Slippers,,
7311,Bear,Fur coat,Vodka,Felt boots,,Love
7312,Bear,Medical uniform,Beer,The Lapti,,Black
7313,Bear,Vest,Vodka,Army boots,,Love
7314,Bear,Sleeveless shirt,Vodka,Army boots,,Love
7315,Bear,Medical uniform,Vodka,Slippers,Golden chains,
7316,Bear,Hoodie,Whiskey,Adidas,,
7317,Bear,Worker,Vodka,Army boots,,
7318,Bear,Medical uniform,Vodka,,Balaclava,
7319,Bear,Vest,Vodka,Sandals with socks,,Kurt Cobain
7320,Bear,Costume,Beer,,,
7321,Bear,Costume,Beer,Sandals with socks,The Ushanka,Love
7322,Bear,Shirt with tie,Whiskey,Slippers,,
7323,Bear,Shirt with tie,Vodka,Army boots,,
7324,Bear,Medical uniform,Vodka,Felt boots,Scar,Love
7325,Bear,Medical uniform,Beer,Felt boots,Balaclava,
7326,Bear,Fur coat,Whiskey,,Scar,
7327,Bear,Vest,Vine,The Lapti,The Ushanka,
7328,Bear,Fur coat,Vodka,,Golden chains,
7329,Bear,Hoodie,Vodka,Sandals with socks,,
7330,Bear,Shirt with tie,Vodka,Felt boots,Scar,
7331,Bear,Skin,Vodka,The Lapti,,Black
7332,Bear,Skin,Vodka,Army boots,,
7333,Bear,Hoodie,Beer,,,Black
7334,Bear,Sleeveless shirt,Whiskey,Slippers,,
7335,Bear,Shirt with tie,Vodka,Slippers,Balaclava,
7336,Bear,Hoodie,Vodka,The Lapti,,
7337,Bear,Shirt with tie,Vodka,Slippers,,Party
7338,Bear,Costume,Vodka,Slippers,,
7339,Bear,Vest,Vodka,Army boots,The Ushanka,Black
7340,Bear,Military,Vodka,Felt boots,,
7341,Bear,Fur coat,Beer,Army boots,,
7342,Bear,Fur coat,Beer,Slippers,Golden chains,Neo
7343,Bear,Military,Beer,Sandals with socks,Golden chains,
7344,Bear,Hoodie,Vodka,Army boots,Golden chains,
7345,Bear,Fur coat,Beer,Felt boots,Balaclava,
7346,Bear,Hoodie,Vine,Adidas,,
7347,Bear,Vest,Vodka,Slippers,Golden chains,
7348,Bear,Worker,Beer,Sandals with socks,The Ushanka,Black
7349,Bear,Bathrobe,Vodka,Sandals with socks,,
7350,Bear,Shirt with tie,Beer,Felt boots,,
7351,Bear,Vest,Moonshine,,,
7352,Bear,Worker,Beer,Army boots,,
7353,Bear,Bathrobe,Vodka,The Lapti,Balaclava,Party
7354,Bear,Shirt with tie,Vine,,,Love
7355,Bear,Vest,Vodka,Army boots,,
7356,Bear,Medical uniform,Beer,Sandals with socks,The Ushanka,Black
7357,Bear,Costume,Vodka,Adidas,,Kurt Cobain
7358,Bear,Worker,Vodka,Army boots,,
7359,Bear,Medical uniform,Vodka,,,
7360,Bear,Costume,Vodka,The Lapti,,
7361,Bear,Military,Vodka,Sandals with socks,,
7362,Bear,Hoodie,Whiskey,Sandals with socks,,Black
7363,Bear,Bathrobe,Beer,Adidas,,
7364,Bear,Vest,Whiskey,Army boots,Golden chains,
7365,Bear,Skin,Beer,Slippers,,
7366,Bear,Fur coat,Beer,,Balaclava,
7367,Bear,Skin,Vodka,Slippers,,
7368,Bear,Military,Whiskey,Sandals with socks,,
7369,Bear,Shirt with tie,Vodka,Slippers,,
7370,Bear,Vest,Vodka,,,Neo
7371,Bear,Vest,Vodka,Sandals with socks,,Love
7372,Bear,Bathrobe,Vodka,,The Ushanka,
7373,Bear,Fur coat,Vodka,,Balaclava,
7374,Bear,Sleeveless shirt,Beer,Felt boots,Balaclava,Love
7375,Bear,Shirt with tie,Whiskey,Sandals with socks,Balaclava,
7376,Bear,Worker,Vodka,,Scar,
7377,Bear,Medical uniform,Beer,Adidas,,
7378,Bear,Skin,Vodka,,Golden chains,Party
7379,Bear,Sleeveless shirt,Whiskey,Army boots,The Ushanka,
7380,Bear,Shirt with tie,Tincture,Army boots,,
7381,Bear,Fur coat,Vodka,,Scar,Party
7382,Bear,Bathrobe,Whiskey,The Lapti,,
7383,Bear,Sleeveless shirt,Vodka,The Lapti,,
7384,Bear,Sleeveless shirt,Vodka,Slippers,Golden chains,
7385,Bear,Sleeveless shirt,Beer,,,
7386,Bear,Bathrobe,Vodka,Army boots,,Neo
7387,Bear,Shirt with tie,Beer,Army boots,,Neo
7388,Bear,Sleeveless shirt,Beer,Slippers,Golden chains,
7389,Bear,Bathrobe,Vodka,The Lapti,,
7390,Bear,Sleeveless shirt,Whiskey,Felt boots,,
7391,Bear,Shirt with tie,Beer,The Lapti,Scar,
7392,Bear,Military,Vodka,,Golden chains,
7393,Bear,Skin,Vodka,,,
7394,Bear,Sleeveless shirt,Vodka,Slippers,Balaclava,
7395,Bear,Shirt with tie,Beer,Slippers,,
7396,Bear,Worker,Vodka,Army boots,,
7397,Bear,Costume,Vodka,Slippers,,Black
7398,Bear,Fur coat,Vodka,Slippers,Golden chains,Party
7399,Bear,Bathrobe,Whiskey,The Lapti,,Kurt Cobain
7400,Bear,Vest,Vodka,Felt boots,,Love
7401,Bear,Shirt with tie,Beer,The Lapti,,
7402,Bear,Worker,Moonshine,,,Kurt Cobain
7403,Bear,Costume,Beer,Felt boots,,
7404,Bear,Vest,Whiskey,Slippers,,
7405,Bear,Bathrobe,Beer,Felt boots,,Love
7406,Bear,Costume,Vodka,Adidas,,
7407,Bear,Skin,Beer,Slippers,,
7408,Bear,Military,Vodka,The Lapti,,Party
7409,Bear,Shirt with tie,Beer,Slippers,,
7410,Bear,Costume,Tincture,Slippers,,
7411,Bear,Shirt with tie,Beer,Army boots,Golden chains,
7412,Bear,Shirt with tie,Vodka,Army boots,Scar,
7413,Bear,Military,Vodka,The Lapti,Balaclava,
7414,Bear,Vest,Vodka,Sandals with socks,Balaclava,
7415,Bear,Atomic suit,Vodka,,,Kurt Cobain
7416,Bear,Medical uniform,Beer,Sandals with socks,,Neo
7417,Bear,Skin,Beer,Slippers,Golden chains,Party
7418,Bear,Costume,Whiskey,Adidas,,Kurt Cobain
7419,Bear,Vest,Whiskey,,,Black
7420,Bear,Worker,Vodka,Felt boots,,
7421,Bear,Bathrobe,Vodka,The Lapti,,
7422,Bear,Sleeveless shirt,Beer,Slippers,The Ushanka,Party
7423,Bear,Atomic suit,Vodka,Slippers,Scar,Neo
7424,Bear,Skin,Beer,Slippers,,
7425,Bear,Vest,Vine,Army boots,The Ushanka,
7426,Bear,Fur coat,Whiskey,,The Ushanka,
7427,Bear,Hoodie,Vine,Slippers,,Love
7428,Bear,Shirt with tie,Tincture,,Balaclava,Neo
7429,Bear,Bathrobe,Vodka,Slippers,,
7430,Bear,Sleeveless shirt,Vodka,,Balaclava,
7431,Bear,Vest,Vodka,Slippers,,Neo
7432,Bear,Vest,Vodka,Army boots,Scar,Party
7433,Bear,Sleeveless shirt,Vodka,Slippers,,Black
7434,Bear,Costume,Whiskey,,,Party
7435,Bear,Costume,Vodka,,,
7436,Bear,Military,Vodka,The Lapti,,
7437,Bear,Fur coat,Vodka,,,Love
7438,Bear,Worker,Vodka,Slippers,Balaclava,
7439,Bear,Vest,Vodka,Slippers,Golden chains,Black
7440,Bear,Costume,Vodka,Slippers,Balaclava,Love
7441,Bear,Bathrobe,Vodka,Slippers,,
7442,Bear,Vest,Beer,Felt boots,,
7443,Bear,Worker,Vodka,,Balaclava,Neo
7444,Bear,Costume,Vodka,Felt boots,Scar,Love
7445,Bear,Medical uniform,Beer,Slippers,,
7446,Bear,Sleeveless shirt,Absinthe,Felt boots,The Ushanka,
7447,Bear,Bathrobe,Tincture,,,
7448,Bear,Skin,Vodka,,,
7449,Bear,Bathrobe,Beer,Army boots,The Ushanka,Love
7450,Bear,Bathrobe,Vodka,Army boots,,Neo
7451,Bear,Sleeveless shirt,Vodka,The Lapti,The Ushanka,
7452,Bear,Fur coat,Whiskey,,,
7453,Bear,Skin,Vodka,The Lapti,Scar,
7454,Bear,Sleeveless shirt,Whiskey,Army boots,,
7455,Bear,Costume,Vodka,The Lapti,,
7456,Bear,Medical uniform,Vodka,Slippers,,
7457,Bear,Medical uniform,Whiskey,Slippers,,Party
7458,Bear,Fur coat,Beer,Felt boots,,
7459,Bear,Skin,Vodka,Felt boots,,
7460,Bear,Shirt with tie,Tincture,The Lapti,Golden chains,
7461,Bear,Skin,Beer,Slippers,Scar,
7462,Bear,Bathrobe,Tincture,Army boots,,Black
7463,Bear,Military,Vine,Slippers,,
7464,Bear,Worker,Vodka,Slippers,,Kurt Cobain
7465,Bear,Military,Moonshine,The Lapti,,
7466,Bear,Worker,Vodka,,Golden chains,Kurt Cobain
7467,Bear,Sleeveless shirt,Vodka,Slippers,Golden chains,
7468,Bear,Military,Whiskey,Adidas,,
7469,Bear,Shirt with tie,Vodka,Sandals with socks,,Kurt Cobain
7470,Bear,Vest,Beer,Army boots,Golden chains,Black
7471,Bear,Military,Vodka,Sandals with socks,,Neo
7472,Bear,Sleeveless shirt,Beer,,,
7473,Bear,Medical uniform,Tincture,Slippers,Golden chains,
7474,Bear,Sleeveless shirt,Vodka,Army boots,Balaclava,Party
7475,Bear,Sleeveless shirt,Beer,Slippers,,
7476,Bear,Shirt with tie,Vodka,,,
7477,Bear,Skin,Vodka,Sandals with socks,,
7478,Bear,Shirt with tie,Vodka,Felt boots,The Ushanka,
7479,Bear,Hoodie,Vodka,Slippers,Balaclava,
7480,Bear,Hoodie,Vodka,Army boots,The Ushanka,
7481,Bear,Military,Whiskey,,,
7482,Bear,Military,Beer,Army boots,The Ushanka,
7483,Bear,Shirt with tie,Vodka,Army boots,Golden chains,Neo
7484,Bear,Sleeveless shirt,Vodka,Sandals with socks,Scar,Black
7485,Bear,Shirt with tie,Vodka,,,Love
7486,Bear,Sleeveless shirt,,,,Coded
7487,Bear,Vest,Vodka,Army boots,Balaclava,
7488,Bear,Vest,Vodka,Felt boots,Scar,
7489,Bear,Fur coat,Whiskey,,Scar,Kurt Cobain
7490,Bear,Costume,Whiskey,Adidas,Scar,
7491,Bear,Sleeveless shirt,Vine,Slippers,The Ushanka,Love
7492,Bear,Vest,Vine,Slippers,,Party
7493,Bear,Skin,Vodka,Army boots,,
7494,Bear,Hoodie,Vodka,Army boots,,
7495,Bear,Hoodie,Moonshine,,Scar,Party
7496,Bear,Bathrobe,Whiskey,,,
7497,Bear,Sleeveless shirt,Vodka,,Scar,
7498,Bear,Medical uniform,Beer,The Lapti,Balaclava,
7499,Bear,Vest,Vodka,,,
7500,Bear,Vest,Whiskey,Army boots,,
7501,Bear,Worker,Vodka,,Balaclava,Love
7502,Bear,Medical uniform,Vodka,Slippers,Golden chains,
7503,Bear,Hoodie,Whiskey,The Lapti,Scar,Black
7504,Bear,Bathrobe,Beer,The Lapti,Scar,Black
7505,Bear,Costume,Beer,Army boots,Balaclava,
7506,Bear,Fur coat,Vodka,Army boots,,
7507,Bear,Medical uniform,Beer,The Lapti,,
7508,Bear,Sleeveless shirt,Vodka,,Golden chains,Neo
7509,Bear,Skin,Moonshine,Slippers,,
7510,Bear,Sleeveless shirt,Vodka,Slippers,Scar,Black
7511,Bear,Fur coat,Vodka,The Lapti,,
7512,Bear,Sleeveless shirt,Beer,,Scar,Kurt Cobain
7513,Bear,Bathrobe,Beer,The Lapti,,
7514,Bear,Bathrobe,Vodka,,Balaclava,Party
7515,Bear,Vest,Beer,The Lapti,Scar,
7516,Bear,Shirt with tie,Vodka,Slippers,,
7517,Bear,Military,Vodka,Felt boots,,
7518,Bear,Shirt with tie,Vodka,The Lapti,Golden chains,
7519,Bear,Sleeveless shirt,Vodka,Army boots,,
7520,Bear,Shirt with tie,Vodka,Slippers,Balaclava,
7521,Bear,Skin,Beer,The Lapti,,Kurt Cobain
7522,Bear,Costume,Vodka,,,
7523,Bear,Sleeveless shirt,Vodka,Slippers,,
7524,Bear,Fur coat,Moonshine,Army boots,Scar,Black
7525,Bear,Military,Beer,Army boots,,Kurt Cobain
7526,Bear,Fur coat,Vodka,Army boots,,
7527,Bear,Vest,Beer,,Balaclava,
7528,Bear,Sleeveless shirt,Vodka,,,Neo
7529,Bear,Vest,Vodka,Sandals with socks,Golden chains,Love
7530,Bear,Costume,Whiskey,,Balaclava,
7531,Skelet,,Whiskey,Felt boots,,
7532,Bear,Medical uniform,Whiskey,Sandals with socks,Scar,Neo
7533,Bear,Medical uniform,Vodka,Slippers,The Ushanka,
7534,Bear,Military,Vodka,Slippers,,
7535,Bear,Hoodie,Vodka,The Lapti,,Party
7536,Bear,Atomic suit,Beer,Army boots,,
7537,Bear,Sleeveless shirt,Vine,Felt boots,The Ushanka,Party
7538,Bear,Worker,Beer,Slippers,,Party
7539,Bear,Bathrobe,Vodka,Felt boots,Scar,
7540,Bear,Fur coat,Vodka,Adidas,,
7541,Bear,Bathrobe,Beer,Sandals with socks,The Ushanka,
7542,Bear,Worker,Vodka,Slippers,,
7543,Bear,Bathrobe,Vodka,Adidas,,Love
7544,Bear,Costume,Whiskey,Slippers,The Ushanka,
7545,Bear,Hoodie,Whiskey,,The Ushanka,Party
7546,Bear,Military,Vodka,The Lapti,,Love
7547,Bear,Worker,Beer,Sandals with socks,,
7548,Bear,Vest,Whiskey,The Lapti,Balaclava,Love
7549,Bear,Shirt with tie,Vodka,Slippers,,
7550,Bear,Medical uniform,Whiskey,Felt boots,,Neo
7551,Bear,Costume,Vodka,Slippers,,
7552,Bear,Bathrobe,Beer,Slippers,Golden chains,
7553,Bear,Military,Beer,Slippers,Balaclava,
7554,Bear,Sleeveless shirt,Vodka,,Golden chains,
7555,Bear,Medical uniform,Whiskey,Felt boots,,
7556,Bear,Fur coat,Vodka,The Lapti,,
7557,Bear,Shirt with tie,Vodka,Army boots,,
7558,Bear,Fur coat,Vodka,Felt boots,Golden chains,Kurt Cobain
7559,Bear,Fur coat,Vodka,Slippers,,Kurt Cobain
7560,Bear,Bikini,Vodka,Felt boots,,
7561,Bear,Vest,Beer,Sandals with socks,Balaclava,
7562,Bear,Sleeveless shirt,Vine,Army boots,The Ushanka,
7563,Bear,Worker,Vodka,Slippers,,Neo
7564,Bear,Hoodie,Vodka,The Lapti,,
7565,Bear,Fur coat,Beer,Felt boots,Scar,Black
7566,Bear,Fur coat,Vodka,Slippers,,
7567,Bear,Bathrobe,Vodka,Army boots,,
7568,Bear,Worker,Vine,,,Kurt Cobain
7569,Bear,Fur coat,Beer,Felt boots,The Ushanka,Love
7570,Bear,Sleeveless shirt,Absinthe,Slippers,,Neo
7571,Bear,Fur coat,Vodka,The Lapti,Scar,Neo
7572,Bear,Vest,Whiskey,Sandals with socks,,Neo
7573,Bear,Skin,Tincture,,,Neo
7574,Bear,Shirt with tie,Vodka,Felt boots,,
7575,Bear,Medical uniform,Vodka,The Lapti,,
7576,Bear,Skin,Vine,,,Love
7577,Bear,Shirt with tie,Vodka,Felt boots,The Ushanka,Party
7578,Bear,Military,Whiskey,,,
7579,Bear,Medical uniform,Vodka,,,
7580,Bear,Bathrobe,Beer,,,
7581,Bear,Costume,Tincture,The Lapti,,Neo
7582,Bear,Medical uniform,Vodka,Slippers,,
7583,Bear,Worker,Vodka,The Lapti,,Love
7584,Bear,Skin,Vodka,,,Neo
7585,Bear,Military,Vodka,Adidas,The Ushanka,
7586,Bear,Worker,Vodka,Army boots,,Kurt Cobain
7587,Bear,Skin,Vodka,Army boots,Scar,Love
7588,Bear,Hoodie,Vodka,Sandals with socks,,
7589,Bear,Costume,Whiskey,,Scar,Party
7590,Bear,Medical uniform,Vodka,The Lapti,,
7591,Bear,Shirt with tie,Vodka,,Golden chains,Love
7592,Bear,Medical uniform,Beer,,,Kurt Cobain
7593,Bear,Worker,Beer,The Lapti,,
7594,Bear,Worker,Whiskey,Sandals with socks,Balaclava,
7595,Bear,Medical uniform,Vodka,The Lapti,Golden chains,
7596,Bear,Medical uniform,Beer,Felt boots,,Party
7597,Bear,Medical uniform,Vodka,Sandals with socks,,
7598,Bear,Medical uniform,Vodka,,,
7599,Bear,Vest,Tincture,Army boots,Balaclava,
7600,Bear,Vest,Vodka,Felt boots,,
7601,Bear,Bathrobe,Vodka,,The Ushanka,
7602,Bear,Military,Vodka,Army boots,,
7603,Bear,Bathrobe,Vodka,Felt boots,The Ushanka,Party
7604,Bear,Shirt with tie,Beer,Army boots,The Ushanka,
7605,Bear,Worker,Vodka,The Lapti,,
7606,Bear,Military,Vodka,,The Ushanka,
7607,Bear,Sleeveless shirt,Vodka,The Lapti,,
7608,Bear,Skin,Vine,,,
7609,Bear,Hoodie,Beer,Sandals with socks,Scar,
7610,Bear,Costume,Vine,Felt boots,Scar,Party
7611,Bear,Shirt with tie,Beer,Army boots,,Neo
7612,Bear,Worker,Vodka,,,
7613,Bear,Costume,Whiskey,,,
7614,Bear,Shirt with tie,Beer,Felt boots,The Ushanka,
7615,Bear,Vest,Vodka,Felt boots,,
7616,Bear,Shirt with tie,Beer,Felt boots,,Neo
7617,Bear,Costume,Beer,Slippers,Balaclava,Neo
7618,Bear,Bathrobe,Vodka,Felt boots,Scar,
7619,Bear,Bikini,Whiskey,The Lapti,Scar,Love
7620,Bear,Medical uniform,Vodka,,,
7621,Bear,Bikini,Beer,Army boots,Golden chains,Kurt Cobain
7622,Bear,Skin,Vodka,The Lapti,,Black
7623,Bear,Military,Beer,Felt boots,,
7624,Bear,Costume,Vodka,,Scar,
7625,Bear,Bathrobe,Vodka,Sandals with socks,Scar,Neo
7626,Bear,Hoodie,Vodka,Army boots,,Black
7627,Bear,Fur coat,Vodka,,,
7628,Bear,Medical uniform,Vodka,Army boots,,
7629,Bear,Fur coat,Vodka,Sandals with socks,,
7630,Bear,Fur coat,Vodka,The Lapti,The Ushanka,Black
7631,Bear,Costume,Whiskey,,,
7632,Bear,Fur coat,Vodka,Felt boots,,
7633,Bear,Skin,Vodka,,,Love
7634,Bear,Hoodie,Vodka,,,
7635,Bear,Shirt with tie,Whiskey,The Lapti,,
7636,Bear,Costume,Vodka,,,
7637,Bear,Fur coat,Absinthe,Felt boots,,
